SNGH	20	0.240592
SVGH	20	0.259353
SWGH	20	1.735634
SWGY	29	1.884323
SYGH	193	2.62405
SYGM	20	3.633236
TCGL	21	1.133879
TDCP	10	0.025695
TDNA	16	0.415546
TDNG	13	0.124583
TFGM	293	4.062581
THGC	348	3.30613
TNGT	86	1.054364
TQGM	2480	1.70899
TYGL	356	3.986517
TYGM	820	5.242722
VAAA	2483	6.201135
VACA	1119	5.726747
VAYG	473	2.37058
VAYP	19	0.19018
VCAG	20	2.680268
VCYG	182	2.243957
VCYP	210	0.293223
VFCG	95	3.551167
VHAC	17	3.282576
VHAG	20	4.169039
VHYG	65	2.093361
VHYP	18	0.240047
VIAA	793	4.682612
VIAC	3249	3.182961
VIAL	20	1.234463
VIAM	185	2.404675
VIYP	15	0.117084
VKAA	565	4.616469
VNAA	480	5.39975
VNAM	356	2.30918
VNCG	55	4.196643
VNYP	19	0.162503
VPPY	18	0.015227
VRAG	34	3.68068
VRLD	45	0.1495
VRYP	17	0.168829
VSAA	559	5.44604
VSCA	576	5.398135
VSYP	17	0.162533
VVAA	304	4.502731
VVAG	33	3.2305
VVAM	262	2.013041
VVYP	15	0.152333
VWYP	16	0.22578
VYCG	121	4.463643
VYYP	17	0.091134
WAGS	18	1.456057
WAGY	15	0.387843
WCGS	18	1.39526
WFGH	16	0.572173
WFGW	19	2.501981
WFGY	15	0.783287
WHGS	15	1.323848
WHGY	15	0.623423
WHWV	9	0.268331
WIGH	14	0.129833
WIGS	145	2.180033
WIGW	14	0.362501
WIGY	14	0.328479
WKFV	229	4.490443
WKGS	18	1.319233
WKWV	11	0.26683
WNGS	17	1.560065
WQGS	16	0.880972
WRFV	289	5.593379
WRGS	28	1.875533
WRGY	15	0.423042
WRWV	11	0.476196
WSGS	18	1.443449
WSGY	15	0.47975
WSWV	11	0.529881
WVGH	14	0.105738
WVGS	17	1.941331
WVGW	14	0.320801
WVGY	14	0.351179
WWGH	16	0.834708
WWGW	17	2.663898
WWGY	15	0.862169
WWWV	10	0.69114
WYGH	143	1.192149
WYGW	102	3.456433
WYGY	117	1.31521
YAGS	20	2.883632
YCGS	19	2.272865
YFGW	20	1.822654
YGPV	15	0.097555
YHGS	110	3.293517
YIGS	21	3.009367
YKGS	19	1.847105
YLGS	19	1.079867
YMGS	19	1.065366
YNGS	20	2.140818
YQGS	19	1.433541
YRGS	19	2.626121
YSGS	19	2.436827
YTGS	20	1.36188
YVGM	21	1.478345
YVGS	19	2.875084
YYGW	69	2.53658
AACP	1	0.018272
AACR	1	0.011917
AAIQ	1	0.027408
AAQP	1	0.014425
AARQ	1	0.008565
AASK	1	0.016123
AATR	10	0.019577
AAVE	2	0.018272
AAWQ	1	0.03426
ACDR	7	0.045681
ACIR	34	0.023833
ACSP	2	0.01337
ACVI	1	0.03426
ACWP	17	0.049833
AEFS	1	0.07831
AEFT	6	0.502486
AELR	8	0.01713
AEPS	1	0.021083
AERP	10	0.007613
AESH	2	0.019577
AEVN	1	0.027408
AEVP	4	0.014056
AFAK	1	0.014056
AFEP	1	0.014177
AFLG	17	2.644904
AFMG	3	1.116636
AFPK	1	0.02284
AFRK	1	0.01142
AFSK	1	0.009291
AFTP	1	0.004493
AFWP	1	0.01142
AFYG	1	0.639528
AGAQ	1	0.021083
AGCR	1	0.030454
AGEY	1	0.021083
AGFQ	1	0.024917
AGKR	1	0.021083
AGLH	1	0.018272
AGSQ	1	0.015227
AGSY	3	0.012458
AGTQ	1	0.042167
AGWG	1	0.042167
AGYP	1	0.018272
AHFT	18	2.251399
AHLT	1	1.843833
AHRK	4	0.021083
AICA	26	4.493524
AICG	1	2.437899
AICT	2	0.730889
AIFT	19	2.379043
AIIG	6	0.109633
AIIK	10	0.042167
AIIP	1	0.009344
AILA	1	0.888169
AILG	6	3.206775
AILT	1	2.142833
AIMG	3	2.951667
AIMS	7	0.237188
AIMT	8	0.411125
AIRE	1	0.039155
AIRP	2	0.009136
AISP	1	0.004645
AITP	1	0.003426
AITR	1	0.003302
AIVP	1	0.007213
AIYG	12	1.728833
AIYT	3	0.433228
AKAP	1	0.016867
AKDG	1	0.013052
AKEP	4	0.019577
AKFG	15	2.740833
AKFS	1	0.127906
AKFT	1	1.56975
AKIH	1	0.013052
AKIP	1	0.006229
AKLG	4	2.561625
AKLT	16	1.65592
AKMT	1	0.215351
AKRK	1	0.012458
AKSH	1	0.014815
AKSR	1	0.003342
AKTG	1	0.037375
AKTI	1	0.042167
AKTK	3	0.02284
AKTR	1	0.004217
AKVP	1	0.011187
ALDR	1	0.005594
ALFG	19	2.128176
ALIP	1	0.006411
ALMI	1	0.033222
ALSH	1	0.003514
ALSR	1	0.004825
AMFT	1	0.45909
AMMR	2	0.010963
AMMS	1	0.042993
AMNP	1	0.010542
AMPR	1	0.006229
AMTP	1	0.002769
AMTR	1	0.002492
AMVE	1	0.005482
AMVP	1	0.004493
AMVR	1	0.003704
AMYR	1	0.004726
ANCA	790	7.556869
ANLG	731	5.5913
ANLH	2	0.03426
ANMG	3	1.918583
ANSK	1	0.01142
ANSR	1	0.003426
APAF	5	0.049833
APAR	1	0.007831
APCQ	5	0.054817
APEH	23	0.07831
APES	1	0.013052
APFE	21	0.02284
APFN	1	0.021083
APIY	7	0.027408
APKQ	2	0.027408
APLF	1	0.024917
APRP	1	0.003606
APRS	1	0.007309
APRT	1	0.013052
APRY	1	0.007831
APSI	1	0.013704
APSP	2	0.006374
APVP	2	0.009136
APVQ	1	0.007028
APVY	3	0.01713
AQCR	3	0.054817
ARCG	5	3.256755
ARCR	1	0.042826
ARDR	1	0.006374
ARFT	15	1.977845
ARIP	3	0.009967
ARIQ	1	0.013704
ARMG	2	1.811995
ARNP	1	0.007408
ARPP	1	0.008433
ARPQ	1	0.019577
ARPR	1	0.004421
ARTR	8	0.013052
ASAK	1	0.01142
ASDR	1	0.006229
ASFT	15	2.348461
ASNP	1	0.005076
ASPP	2	0.009291
ASRP	1	0.002797
ASSK	1	0.007831
ASTK	17	0.042167
ASVE	1	0.004983
ASYE	1	0.02284
ASYG	102	2.635417
ASYT	1	0.363458
ATDP	1	0.006229
ATFG	16	2.931861
ATFT	17	0.715358
ATHP	12	0.026103
ATHR	11	0.018272
ATRR	3	0.015227
ATSE	1	0.007831
ATSP	1	0.008141
ATSR	1	0.005322
ATTG	1	0.010542
ATWR	2	0.010542
AVCA	25	3.896967
AVDP	1	0.004217
AVFG	71	3.802028
AVFT	14	2.116532
AVLE	1	0.026524
AVLG	4	2.961868
AVLT	1	1.651267
AVMG	5	1.811995
AVMS	1	0.191341
AVMT	1	0.326567
AVPK	2	0.013052
AVRK	12	0.023833
AVVK	1	0.008841
AVYG	5	1.774329
AWCA	19	6.367167
AWCT	1	0.152269
AWFT	1	2.226927
AWLA	9	1.399268
AWLG	25	4.659417
AWLT	59	2.852497
AWMT	1	0.274083
AWNR	3	0.024917
AYCA	185	6.495775
AYFG	20	2.6312
AYFT	1	0.563394
AYIR	1	0.009136
AYLA	1	0.639528
AYLT	1	0.898993
AYMA	1	0.677996
AYMG	1	1.320583
AYMT	1	0.254506
AYVG	7	1.299358
CAEE	1	0.017973
CAFT	19	2.227674
CAHR	13	0.011394
CAKR	18	0.008633
CANR	1	0.010151
CARE	1	0.017299
CARR	2	0.012374
CAVD	1	0.03426
CCDG	2	0.072921
CCEP	1	0.005594
CEDE	1	0.011074
CEER	1	0.008873
CEIR	3	0.010325
CEKH	1	0.019577
CEKR	1	0.009789
CEME	1	0.015321
CENE	1	0.01348
CENP	4	0.013843
CENR	1	0.007509
CEQW	1	0.029631
CERR	2	0.008882
CEWE	1	0.012128
CEWP	1	0.009789
CEWR	5	0.009106
CFMP	1	0.027538
CFPR	2	0.015404
CFVG	1	0.542959
CFWP	1	0.02302
CGCE	1	0.009007
CGCR	1	0.01007
CGNE	1	0.019933
CGWE	15	0.015741
CGYQ	1	0.016496
CHKP	5	0.019067
CHKR	1	0.019577
CHVG	1	0.682998
CIDR	1	0.008792
CIFA	1	1.583414
CIFG	177	4.470334
CIFT	70	2.247167
CIIP	3	0.018713
CIKG	8	0.130813
CIMA	1	1.259577
CIMG	5	1.533206
CIMS	7	0.308022
CIMT	1	0.329548
CINP	5	0.011731
CIPR	2	0.012884
CIQP	1	0.0136
CIRR	2	0.012647
CITR	2	0.010623
CIYT	1	0.297367
CKDR	1	0.008229
CKEE	1	0.010408
CKEP	1	0.012318
CKFT	19	1.611678
CKHP	3	0.013091
CKHR	5	0.015167
CKIP	2	0.014071
CKIR	3	0.01652
CKKG	1	0.090419
CKKR	11	0.011982
CKNE	7	0.028111
CKPP	1	0.009593
CKPR	7	0.007775
CKRE	1	0.011949
CKRR	5	0.009936
CKTR	2	0.012181
CLEE	1	0.009719
CLER	4	0.011333
CLIP	3	0.010727
CLIR	9	0.012244
CLKR	2	0.010366
CLMP	1	0.011713
CLMR	8	0.01013
CLNE	1	0.011319
CLNR	4	0.009074
CLPR	5	0.009146
CLQE	14	0.012668
CLRE	1	0.011211
CLRP	2	0.011054
CLRR	3	0.013856
CLTR	3	0.009476
CLWD	1	0.042167
CLWE	2	0.01851
CLWP	2	0.01281
CLYE	2	0.017937
CMDP	2	0.011533
CMDR	7	0.013084
CMEE	2	0.018032
CMKR	1	0.008642
CMNR	7	0.015072
CMPR	4	0.009952
CMRP	2	0.012156
CMRR	4	0.012062
CMTR	3	0.009016
CMWP	3	0.016504
CNDR	2	0.009808
CNER	1	0.007667
CNHR	1	0.007028
CNKG	1	0.098574
CNKR	3	0.009415
CNNR	2	0.011877
CNPR	1	0.007989
CNRR	3	0.010685
CNTR	3	0.006449
CNWP	8	0.028483
CPCP	1	0.012283
CPER	2	0.007422
CPIP	2	0.011917
CPIR	4	0.011707
CPKE	1	0.013936
CPKQ	1	0.011789
CPKR	7	0.007786
CPKY	1	0.011111
CPLR	10	0.012272
CPMP	1	0.009863
CPNE	1	0.008841
CPNY	9	0.015333
CPPP	2	0.008419
CPPR	2	0.007213
CPQY	1	0.010003
CPRE	6	0.011197
CPRG	1	0.010979
CPRP	2	0.009691
CPRR	16	0.012527
CPRY	2	0.012072
CPSE	2	0.00896
CPTE	1	0.009314
CPTR	1	0.007242
CPVD	1	0.024917
CPWE	2	0.01254
CPWP	2	0.008736
CPWR	23	0.014357
CQFT	18	1.179776
CQHP	1	0.011725
CQIP	3	0.01125
CQIR	3	0.01348
CQKG	1	0.050992
CQNE	1	0.020302
CQPE	2	0.014177
CQPP	13	0.012114
CQPR	6	0.011531
CQQE	5	0.021083
CQRE	1	0.010392
CQRP	4	0.011936
CQRR	5	0.010368
CQSP	1	0.008787
CQWP	4	0.015514
CQWR	5	0.01334
CRAD	1	0.091361
CREE	1	0.013953
CRFT	18	2.064328
CRIP	3	0.01302
CRIR	3	0.012952
CRKE	1	0.015966
CRKG	1	0.117939
CRQR	1	0.011361
CSFT	17	1.921472
CSKR	3	0.013156
CSRR	12	0.013314
CSSR	1	0.00971
CTDE	1	0.011162
CTFT	19	0.801939
CTIP	5	0.01151
CTMR	6	0.011834
CTNP	3	0.012482
CTPP	3	0.011589
CTQE	1	0.012021
CTRE	1	0.013225
CTRR	1	0.009488
CTVD	1	0.021083
CVDR	5	0.009204
CVER	1	0.00878
CVFA	1	1.749084
CVFG	26	4.046462
CVFT	16	2.081414
CVHP	2	0.011663
CVKG	1	0.099274
CVMA	1	1.271685
CVMG	6	1.388166
CVMS	1	0.254362
CVNR	4	0.008672
CVPR	5	0.009189
CVRD	1	0.045681
CVRR	8	0.014548
CVTR	4	0.007937
CVYG	6	1.57038
CWFT	1	1.629199
CWIR	4	0.028525
CWMA	11	1.584544
CWMG	42	3.138975
CYKR	5	0.021083
CYLG	1	2.625868
CYMG	1	1.461778
CYVG	32	1.442316
CYWP	2	0.029236
CYYG	1	0.683633
DAAH	1	0.005594
DACQ	1	0.010963
DACW	1	0.02284
DADG	1	0.024917
DADT	1	0.01142
DAEP	1	0.004351
DAEY	1	0.016123
DAFW	1	0.024917
DAHP	1	0.007028
DAIQ	3	0.010151
DAPG	1	0.016611
DAPH	1	0.009451
DAPQ	1	0.013052
DAPT	1	0.007309
DARQ	1	0.008986
DASH	1	0.009561
DATK	4	0.01713
DAYR	1	0.008565
DCDP	20	0.011746
DCEP	3	0.014815
DCER	2	0.035366
DCHA	12	0.039155
DCHT	7	0.06325
DCLE	1	0.020055
DCNR	24	0.031625
DCNY	1	0.008565
DCPK	3	0.024917
DCPY	3	0.021083
DCRE	4	0.03426
DCRG	20	0.045681
DCRK	2	0.028851
DCRW	1	0.010542
DCSE	1	0.014815
DCSP	2	0.013535
DCSR	1	0.011264
DCSW	1	0.006091
DCSY	3	0.01265
DCTN	5	0.028353
DCTP	15	0.008061
DCTY	5	0.007831
DCVW	1	0.020055
DCWH	1	0.018272
DCWR	2	0.014056
DEAK	2	0.01713
DEAP	1	0.006449
DECR	8	0.016611
DEDG	1	0.01713
DEDH	1	0.014425
DEER	1	0.012458
DEFW	5	0.027408
DEIH	11	0.032245
DEMP	1	0.006685
DEMY	21	0.049833
DEPG	3	0.021083
DEPS	13	0.017683
DERE	1	0.013052
DERK	1	0.011917
DERR	2	0.006685
DESF	2	0.007213
DESR	12	0.012272
DEVY	1	0.007831
DEYR	1	0.010963
DFAK	1	0.008223
DFDR	1	0.00386
DFEQ	1	0.009451
DFFE	1	0.010963
DFFK	1	0.006685
DFIH	1	0.010151
DFIP	1	0.008894
DFPR	2	0.008306
DFRE	1	0.007408
DFRK	1	0.01142
DFRP	1	0.006434
DFRR	1	0.004512
DFSK	1	0.005801
DFTY	1	0.005832
DFVY	1	0.005271
DFYY	1	0.005076
DGCH	1	0.019577
DGCP	1	0.007613
DGCR	1	0.007028
DGDI	1	0.016123
DGDS	1	0.004808
DGEI	1	0.027408
DGEP	1	0.004894
DGFP	4	0.011789
DGFQ	4	0.023493
DGHE	2	0.024917
DGHI	1	0.02284
DGHS	1	0.020302
DGNE	1	0.018272
DGNT	15	0.01713
DGPG	1	0.012181
DGPP	1	0.003012
DGRF	1	0.008061
DGRN	2	0.015227
DGRP	1	0.004493
DGRQ	2	0.01495
DGSE	4	0.018272
DGTE	1	0.010963
DGTI	2	0.028851
DGVE	1	0.004351
DGVS	1	0.00579
DGVY	2	0.008841
DHAE	3	0.013052
DHDG	2	0.027408
DHDH	2	0.028851
DHDR	3	0.010963
DHEP	1	0.01142
DHER	1	0.006526
DHHP	1	0.012458
DHIT	2	0.01337
DHLQ	14	0.016123
DHNP	2	0.008565
DHNR	1	0.010151
DHRE	1	0.010963
DHSY	1	0.01142
DHVE	1	0.006091
DHVQ	1	0.00386
DICE	1	0.021083
DICQ	12	0.028851
DICY	7	0.043276
DIDW	1	0.010963
DIEP	1	0.002714
DIER	1	0.003704
DIIE	1	0.008306
DIKH	1	0.016123
DIKK	1	0.02284
DIKP	3	0.015813
DILE	1	0.018272
DILW	1	0.010963
DINE	1	0.014425
DIPH	1	0.009136
DIPP	1	0.002855
DIPR	1	0.00571
DIQT	1	0.013704
DIRH	1	0.004351
DIRR	1	0.006411
DIRW	1	0.007831
DIRY	3	0.016611
DISK	1	0.004351
DISN	1	0.01142
DISW	3	0.012181
DISY	1	0.003654
DITQ	1	0.006852
DIVE	1	0.007944
DIVW	1	0.009967
DIYK	9	0.019577
DIYN	1	0.013704
DKAK	1	0.005171
DKCE	21	0.029792
DKCK	1	0.012748
DKCQ	1	0.013052
DKDN	1	0.013052
DKDQ	1	0.006374
DKEF	1	0.024917
DKEP	1	0.007757
DKEQ	1	0.013052
DKFW	1	0.01142
DKHP	1	0.004808
DKIQ	1	0.009789
DKIY	1	0.006374
DKKP	1	0.005594
DKKT	1	0.007028
DKKW	1	0.018272
DKLR	1	0.007289
DKMW	1	0.007213
DKNY	1	0.008061
DKPR	1	0.006939
DKQS	1	0.006374
DKQT	1	0.007028
DKRF	1	0.004283
DKRH	1	0.012573
DKRS	1	0.006253
DKRW	1	0.007831
DKSK	3	0.009674
DKTK	1	0.005374
DKTQ	1	0.007831
DKVN	1	0.006968
DKWH	1	0.016123
DKWQ	1	0.009451
DKYY	1	0.009789
DLAQ	1	0.007213
DLAY	8	0.010484
DLCH	1	0.006895
DLCN	1	0.013704
DLDS	1	0.005882
DLEG	1	0.013878
DLEN	1	0.005171
DLEP	1	0.003132
DLEQ	1	0.00356
DLES	1	0.00356
DLET	1	0.003654
DLHS	1	0.004351
DLIE	1	0.004316
DLIF	1	0.006449
DLIY	1	0.005029
DLKA	1	0.005832
DLKG	1	0.006229
DLLF	1	0.008729
DLMF	1	0.006449
DLNC	1	0.033659
DLNP	1	0.006046
DLPE	5	0.011746
DLPK	1	0.003469
DLPQ	1	0.009239
DLPT	1	0.00577
DLQP	1	0.007509
DLRE	1	0.003944
DLRP	1	0.005305
DLRT	1	0.004761
DLRY	1	0.005832
DLTS	1	0.00627
DLVE	1	0.003115
DLVH	1	0.004043
DLVQ	1	0.002507
DLWC	2	0.017495
DLWE	3	0.012458
DLWS	1	0.004645
DLWT	1	0.004421
DLWY	1	0.004568
DMCE	1	0.016123
DMCF	1	0.013052
DMCP	1	0.013607
DMCW	1	0.02284
DMDQ	1	0.008701
DMDT	1	0.003606
DMES	1	0.008061
DMFQ	1	0.008141
DMFW	1	0.013704
DMHP	11	0.01495
DMHR	1	0.004421
DMHS	1	0.010542
DMIT	1	0.003012
DMKH	1	0.012458
DMLF	1	0.008182
DMMQ	1	0.005076
DMMW	1	0.005076
DMQS	1	0.009136
DMQT	1	0.011917
DMRW	1	0.005482
DMRY	1	0.007213
DMSK	1	0.003045
DMSW	1	0.002469
DMTK	1	0.00386
DMTW	1	0.006852
DMVK	1	0.003972
DMVW	1	0.00315
DMWA	1	0.012848
DMWF	1	0.010963
DMWK	4	0.02284
DMWT	1	0.003807
DMYK	1	0.007613
DMYN	1	0.007408
DMYW	1	0.008565
DNCK	5	0.03575
DNCP	1	0.014683
DNDH	1	0.004091
DNDN	1	0.009617
DNDR	1	0.002158
DNDY	1	0.004568
DNEN	1	0.013052
DNES	1	0.006374
DNFW	1	0.008061
DNFY	1	0.012748
DNHP	11	0.017683
DNIE	4	0.014815
DNIN	10	0.014425
DNIQ	1	0.005076
DNIY	1	0.005832
DNKP	1	0.005271
DNKT	1	0.006526
DNLR	8	0.008785
DNMH	1	0.008061
DNNQ	1	0.014815
DNNW	1	0.01142
DNNY	1	0.007613
DNPK	1	0.010963
DNPP	1	0.003187
DNPR	1	0.00577
DNRH	1	0.003755
DNRN	1	0.007831
DNRQ	1	0.008433
DNSE	1	0.008061
DNTE	1	0.005482
DNTN	1	0.012748
DNVE	1	0.004249
DNVH	1	0.004397
DNVP	1	0.002436
DNWY	7	0.024917
DNYF	1	0.019577
DNYH	1	0.007408
DNYQ	1	0.015227
DNYY	1	0.009789
DPAF	1	0.007408
DPAY	1	0.00571
DPCP	6	0.018902
DPCR	1	0.010343
DPCW	1	0.019577
DPEL	1	0.004983
DPEN	1	0.015227
DPFF	1	0.017683
DPHR	11	0.010151
DPHS	1	0.01142
DPIE	1	0.010151
DPIL	1	0.00356
DPKL	1	0.013704
DPKP	1	0.008061
DPLS	1	0.007073
DPLY	1	0.005171
DPNF	5	0.021083
DPNN	1	0.018272
DPPG	1	0.009451
DPPM	1	0.021083
DPPT	1	0.010343
DPPW	22	0.024917
DPRE	1	0.005171
DPRP	1	0.006229
DPRS	1	0.002916
DPRY	1	0.005832
DPTE	15	0.013052
DPTI	1	0.013052
DPTM	1	0.016123
DPTR	32	0.01713
DPVE	1	0.00261
DPVM	1	0.007309
DPVS	1	0.003199
DPVY	1	0.003426
DPWC	14	0.013704
DQCE	1	0.01713
DQCN	1	0.01713
DQCP	5	0.017683
DQCR	3	0.02284
DQDQ	4	0.019577
DQDY	4	0.024917
DQFF	3	0.036544
DQFQ	1	0.010151
DQFR	1	0.014683
DQLE	18	0.020302
DQMR	1	0.007408
DQPK	2	0.019577
DQPY	1	0.021083
DQRE	1	0.009136
DQRQ	1	0.009136
DQVF	1	0.009789
DQVK	2	0.008565
DQVW	3	0.021927
DQVY	1	0.006852
DQWP	1	0.010542
DQWT	1	0.009789
DRCE	1	0.017875
DRCN	1	0.019122
DRCW	1	0.024917
DRCY	1	0.010748
DRDQ	1	0.006852
DRFK	1	0.007213
DRFR	1	0.004184
DRHK	1	0.032245
DRHP	1	0.009789
DRIE	1	0.003606
DRIN	1	0.011264
DRIQ	1	0.005832
DRKF	1	0.016123
DRKP	1	0.010151
DRKR	2	0.010963
DRLY	1	0.006046
DRMF	1	0.007028
DRMH	1	0.006685
DRMR	1	0.004953
DRPE	1	0.004808
DRPN	1	0.011264
DRPR	1	0.003807
DRQT	1	0.013052
DRRE	1	0.005894
DRRH	1	0.006526
DRRK	1	0.010819
DRRS	1	0.008337
DRTH	1	0.006449
DRTN	1	0.008182
DRWH	1	0.009136
DRWK	2	0.021927
DRWQ	1	0.008841
DRWR	1	0.008061
DRYF	1	0.009136
DRYH	1	0.007213
DRYK	1	0.008565
DRYQ	1	0.007831
DSAR	1	0.004693
DSDG	1	0.010027
DSEN	1	0.007613
DSEW	1	0.009789
DSFQ	1	0.009291
DSHR	1	0.008841
DSIW	11	0.013262
DSIY	1	0.00386
DSKP	1	0.008182
DSKW	1	0.014425
DSMQ	3	0.015889
DSNH	1	0.009617
DSPK	1	0.006229
DSPP	1	0.003225
DSPQ	1	0.012848
DSPR	1	0.005271
DSPY	1	0.010542
DSQP	1	0.005271
DSRN	1	0.010679
DSRP	1	0.006182
DSRQ	1	0.005374
DSSE	1	0.00571
DSSK	1	0.003469
DSSR	1	0.004873
DSVN	1	0.004174
DSVP	1	0.004364
DSVQ	1	0.002219
DSWR	1	0.007906
DSWS	2	0.010963
DSYK	1	0.013704
DSYN	1	0.006374
DSYQ	1	0.009617
DTAE	1	0.008306
DTAQ	1	0.003606
DTCH	1	0.007028
DTCP	1	0.010644
DTCR	1	0.013435
DTCY	1	0.006526
DTDA	1	0.008938
DTDH	1	0.004645
DTDK	13	0.013704
DTDS	1	0.005171
DTDY	1	0.007613
DTER	1	0.006767
DTES	1	0.007028
DTET	1	0.004283
DTFE	1	0.007119
DTFK	1	0.007509
DTHE	1	0.02284
DTHS	1	0.005271
DTHY	1	0.018272
DTIE	1	0.008701
DTIQ	1	0.007213
DTMH	1	0.004983
DTMQ	1	0.004983
DTMR	1	0.008913
DTNP	1	0.007342
DTPN	1	0.006685
DTPY	1	0.008306
DTRH	1	0.002586
DTRN	1	0.003514
DTRP	1	0.004469
DTRQ	1	0.003045
DTRS	1	0.005807
DTRW	1	0.004493
DTRY	1	0.003115
DTSK	1	0.007721
DTSN	1	0.007408
DTSW	1	0.006767
DTTH	5	0.022466
DTTN	1	0.00571
DTTY	1	0.005594
DTVH	1	0.001972
DTVW	1	0.008565
DTVY	1	0.002538
DTWT	15	0.015441
DTYE	1	0.008565
DVDR	1	0.006852
DVER	1	0.00674
DVHY	1	0.013704
DVKR	1	0.007721
DVNR	1	0.00308
DVNY	1	0.006685
DVPQ	1	0.014177
DVQP	4	0.023326
DVRP	1	0.004726
DVRR	1	0.003514
DVSH	1	0.004594
DVSP	1	0.003724
DWFK	3	0.024917
DWFY	9	0.031625
DWHR	2	0.019577
DWMR	1	0.006229
DWRE	1	0.03426
DWRP	2	0.008433
DWSH	1	0.006526
DWVE	2	0.012181
DWVQ	1	0.010542
DWWP	1	0.014425
DWYE	10	0.03426
DWYW	8	0.024917
DYDK	1	0.014425
DYEP	1	0.005076
DYFR	1	0.008986
DYIP	17	0.008913
DYKR	1	0.009451
DYLW	3	0.014425
DYMR	2	0.012458
DYNH	3	0.043853
DYNP	1	0.00571
DYNW	1	0.013704
DYSK	1	0.004983
DYSP	1	0.003384
DYVP	2	0.006604
EADR	1	0.002436
