Variants	Fitness
WTYV	0.077016814
YDCH	0.002549612
YDCP	0.011273351
YDCS	0.082536459
YDCY	0.00950578
YDFH	0.007432768
YDFP	0.006609727
YDFS	0.057970248
YDFY	0.003991505
YDLH	0.004209471
YDLP	0.008963481
YDLS	0.097783321
YDLY	0.005696882
YDYH	0.001986111
YDYP	0.002626997
YDYS	0.008841398
YDYY	0.004938438
YECV	0.152427547
YEFV	0.911950005
YEGH	0.007727914
YEGP	0.013099571
YEGS	0.785650729
YEGY	0.030834375
YELV	0.175425329
YEYV	0.006604418
YLCV	0.256953126
YLFV	1.424659345
YLGH	0.026765438
YLGP	0.037436432
YLGS	1.07986745
YLGY	0.028610305
YLLV	0.310975647
YLYV	0.013936441
YQCV	0.443315998
YQFV	1.511755815
YQGH	0.021046539
YQGP	0.06028369
YQGS	1.433541365
YQGY	0.078140389
YQLV	0.517922991
YQYV	0.036789709
YTCV	0.217951068
YTFV	1.080334619
YTGH	0.018224264
YTGP	0.03101172
YTGS	1.361880409
YTGY	0.072111111
YTLV	0.1939159
YTYV	0.01410723
FECH	0.004568056
FECP	0.006182331
FECS	0.059470912
FECY	0.011187075
FEFH	0.0
FEFP	0.005075617
FEFS	0.045680556
FEFY	0.0
FELH	0.0
FELP	0.0
FELS	0.02225463
FELY	0.0
FEYH	0.0
FEYP	0.0
FEYS	0.005374183
FEYY	0.009451149
FLCH	0.002754606
FLCP	0.012477238
FLCS	0.113867607
FLCY	0.009966667
FLFH	0.003799175
FLFP	0.016028265
FLFS	0.027872882
FLFY	0.006014368
FLLH	0.188013727
FLLP	0.01196
FLLS	0.0679764
FLLY	0.003440377
FLYH	0.00467719
FLYP	0.004593575
FLYS	0.004235283
FLYY	0.004829662
FQCH	0.013262097
FQCP	0.011663121
FQCS	0.091361112
FQCY	0.016122549
FQFH	0.0
FQFP	0.020352723
FQFS	0.075276409
FQFY	0.009290961
FQLH	0.015311918
FQLP	0.008956972
FQLS	0.082423612
FQLY	0.00232274
FQYH	0.0
FQYP	0.007613426
FQYS	0.015018265
FQYY	0.008061275
FTCH	0.0
FTCP	0.013177083
FTCS	0.055122905
FTCY	0.015059524
FTFH	0.007053615
FTFP	0.009678705
FTFS	0.034813004
FTFY	0.002436296
FTLH	0.042399632
FTLP	0.006695165
FTLS	0.028311003
FTLY	0.007276549
FTYH	0.0
FTYP	0.003454832
FTYS	0.003934211
FTYY	0.0
GECH	0.0
GECP	0.0
GECS	0.00180318
GECY	0.0
GEFH	0.0
GEFP	0.000715622
GEFS	0.002869983
GEFY	0.0
GELH	0.0
GELP	0.00111416
GELS	0.000527083
GELY	0.000870106
GEYH	0.0
GEYP	0.0
GEYS	0.0
GEYY	0.0
GLCH	0.006407143
GLCP	0.008552377
GLCS	0.004868265
GLCY	0.000941867
GLFH	0.002702991
GLFP	0.003431761
GLFS	0.006361167
GLFY	0.002369597
GLLH	0.002393741
GLLP	0.001897709
GLLS	0.00246367
GLLY	0.001274806
GLYH	0.0
GLYP	0.003404762
GLYS	0.00324359
GLYY	0.00368722
GQCH	0.004152778
GQCP	0.008770667
GQCS	0.00583156
GQCY	0.004420699
GQFH	0.0
GQFP	0.001181394
GQFS	0.01539794
GQFY	0.004030637
GQLH	0.003205653
GQLP	0.000715622
GQLS	0.0007064
GQLY	0.0
GQYH	0.005374183
GQYP	0.003114583
GQYS	0.015226852
GQYY	0.0
GTCH	0.0
GTCP	0.00812646
GTCS	0.005577277
GTCY	0.0
GTFH	0.00166616
GTFP	0.004656756
GTFS	0.006461022
GTFY	0.006311129
GTLH	0.003519529
GTLP	0.00163754
GTLS	0.00298322
GTLY	0.001154035
GTYH	0.0
GTYP	0.005579305
GTYS	0.006329869
GTYY	0.001621795
WECH	0.005673135
WECP	0.010202297
WECS	0.191293861
WECY	0.010126232
WEFH	0.007205135
WEFP	0.087958316
WEFS	0.119068182
WEFY	0.004671875
WELH	0.005407168
WELP	0.112084486
WELS	0.207625001
WELY	0.005481667
WEYH	0.002447173
WEYP	0.003002201
WEYS	0.00280213
WEYY	0.003642303
WLCH	0.006748676
WLCP	0.015262034
WLCS	0.298643336
WLCY	0.011231645
WLFH	0.012181482
WLFP	0.18561455
WLFS	0.106370437
WLFY	0.00575
WLLH	0.025375805
WLLP	0.256623168
WLLS	0.318895841
WLLY	0.00642689
WLYH	0.00404717
WLYP	0.005391803
WLYS	0.006007545
WLYY	0.001921706
WQCH	0.007194969
WQCP	0.015919882
WQCS	0.478020957
WQCY	0.014000328
WQFH	0.01001387
WQFP	0.242779852
WQFS	0.258110716
WQFY	0.009715641
WQLH	0.012487821
WQLP	0.288218967
WQLS	0.481877082
WQLY	0.006243356
WQYH	0.001835379
WQYP	0.00417992
WQYS	0.009067029
WQYY	0.002158136
WTCH	0.007081762
WTCP	0.011690758
WTCS	0.143910423
WTCY	0.014307318
WTFH	0.010608086
WTFP	0.167166734
WTFS	0.170973476
WTFY	0.005861253
WTLH	0.014786994
WTLP	0.115568686
WTLS	0.164679319
WTLY	0.00488921
WTYH	0.002701807
WTYP	0.004741926
WTYS	0.005571292
WTYY	0.001375575
YECH	0.004333333
YECP	0.006408423
YECS	0.055974766
YECY	0.007244493
YEFH	0.0
YEFP	0.008005871
YEFS	0.03729025
YEFY	0.002855035
YELH	0.003844086
YELP	0.005589604
YELS	0.042181349
YELY	0.00240424
YEYH	0.001756944
YEYP	0.004336762
YEYS	0.004619382
YEYY	0.0
YLCH	0.005998018
YLCP	0.010781746
YLCS	0.094842604
YLCY	0.008073147
YLFH	0.002730594
YLFP	0.013841208
YLFS	0.043866527
YLFY	0.003726208
YLLH	0.01312769
YLLP	0.010610355
YLLS	0.112431683
YLLY	0.00455036
YLYH	0.001268904
YLYP	0.003011905
YLYS	0.005593537
YLYY	0.004263519
YQCH	0.001109649
YQCP	0.004090796
YQCS	0.172640997
YQCY	0.012847656
YQFH	0.003211914
YQFP	0.015767908
YQFS	0.116879887
YQFY	0.005739965
YQLH	0.004718179
YQLP	0.010577353
YQLS	0.133466667
YQLY	0.004341914
YQYH	0.001851914
YQYP	0.003525188
YQYS	0.008108974
YQYY	0.002383333
YTCH	0.006411306
YTCP	0.010732179
YTCS	0.069410715
YTCY	0.006814227
YTFH	0.002056911
YTFP	0.006841717
YTFS	0.044943773
YTFY	0.004350529
YTLH	0.008054307
YTLP	0.006008204
YTLS	0.052605105
YTLY	0.005493875
YTYH	0.001691872
YTYP	0.002740833
YTYS	0.006374031
YTYY	0.003237205
