ranked_id	hap	fit	model	N_max	r/s
H029	000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.764278421052632	cov-e484k	103	3.230474064392301e-15
H030	000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.548851052631578	cov-e484k	103	3.230474064392301e-15
H031	000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.956994736842105	cov-e484k	103	3.230474064392301e-15
H032	000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.796056	cov-e484k	103	3.230474064392301e-15
H033	000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.521897222222222	cov-e484k	103	3.230474064392301e-15
H034	000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.133080526315789	cov-e484k	103	3.230474064392301e-15
H035	000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.506063157894737	cov-e484k	103	3.230474064392301e-15
H036	000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.84364052631579	cov-e484k	103	3.230474064392301e-15
H037	000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	9.029121052631579	cov-e484k	103	3.230474064392301e-15
H038	000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.689117894736842	cov-e484k	103	3.230474064392301e-15
H039	000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.890437894736841	cov-e484k	103	3.230474064392301e-15
H040	000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.721058888888889	cov-e484k	103	3.230474064392301e-15
H041	000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.679812105263158	cov-e484k	103	3.230474064392301e-15
H042	000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.70927947368421	cov-e484k	103	3.230474064392301e-15
H043	000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.860703157894738	cov-e484k	103	3.230474064392301e-15
H044	000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.401887368421052	cov-e484k	103	3.230474064392301e-15
H045	000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.44475105263158	cov-e484k	103	3.230474064392301e-15
H046	000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.60681052631579	cov-e484k	103	3.230474064392301e-15
H047	000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.825988947368422	cov-e484k	103	3.230474064392301e-15
H048	000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.37476	cov-e484k	103	3.230474064392301e-15
H049	000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.597307368421053	cov-e484k	103	3.230474064392301e-15
H050	000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.941806315789473	cov-e484k	103	3.230474064392301e-15
H051	000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.13829947368421	cov-e484k	103	3.230474064392301e-15
H052	000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.457764210526316	cov-e484k	103	3.230474064392301e-15
H053	000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.840071578947368	cov-e484k	103	3.230474064392301e-15
H054	000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.876198333333333	cov-e484k	103	3.230474064392301e-15
H055	000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.913794210526316	cov-e484k	103	3.230474064392301e-15
H056	000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.76765	cov-e484k	103	3.230474064392301e-15
H057	000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.274643684210526	cov-e484k	103	3.230474064392301e-15
H058	000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.620484375	cov-e484k	103	3.230474064392301e-15
H059	000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.739915789473685	cov-e484k	103	3.230474064392301e-15
H060	000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.733996842105263	cov-e484k	103	3.230474064392301e-15
H061	000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.63818	cov-e484k	103	3.230474064392301e-15
H062	000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.71200947368421	cov-e484k	103	3.230474064392301e-15
H063	000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.718757368421052	cov-e484k	103	3.230474064392301e-15
H064	000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.835586315789474	cov-e484k	103	3.230474064392301e-15
H065	000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.049272631578948	cov-e484k	103	3.230474064392301e-15
H066	000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.352208421052632	cov-e484k	103	3.230474064392301e-15
H067	000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.445453157894736	cov-e484k	103	3.230474064392301e-15
H068	000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.580787894736842	cov-e484k	103	3.230474064392301e-15
H069	000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.551684210526315	cov-e484k	103	3.230474064392301e-15
H070	000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	5.969189473684211	cov-e484k	103	3.230474064392301e-15
H071	000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.376765000000001	cov-e484k	103	3.230474064392301e-15
H072	000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.5024689473684205	cov-e484k	103	3.230474064392301e-15
H073	000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.5996731578947365	cov-e484k	103	3.230474064392301e-15
H074	000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.646255789473684	cov-e484k	103	3.230474064392301e-15
H075	000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.421445263157896	cov-e484k	103	3.230474064392301e-15
H076	000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.871165789473685	cov-e484k	103	3.230474064392301e-15
H077	000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.079982631578947	cov-e484k	103	3.230474064392301e-15
H078	000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.637435789473685	cov-e484k	103	3.230474064392301e-15
H079	000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.7034205263157896	cov-e484k	103	3.230474064392301e-15
H080	000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.327864210526316	cov-e484k	103	3.230474064392301e-15
H081	000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.106721111111112	cov-e484k	103	3.230474064392301e-15
H082	000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.548032105263158	cov-e484k	103	3.230474064392301e-15
H083	000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.49301157894737	cov-e484k	103	3.230474064392301e-15
H084	000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.484621052631578	cov-e484k	103	3.230474064392301e-15
H085	000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.719728421052631	cov-e484k	103	3.230474064392301e-15
H086	000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.071881578947369	cov-e484k	103	3.230474064392301e-15
H087	000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.340029999999999	cov-e484k	103	3.230474064392301e-15
H088	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.312697894736842	cov-e484k	103	3.230474064392301e-15
H089	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.153146315789474	cov-e484k	103	3.230474064392301e-15
H090	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.337964444444445	cov-e484k	103	3.230474064392301e-15
H091	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.699036315789473	cov-e484k	103	3.230474064392301e-15
H092	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.006453684210526	cov-e484k	103	3.230474064392301e-15
H093	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	5.85736947368421	cov-e484k	103	3.230474064392301e-15
H094	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.157163157894736	cov-e484k	103	3.230474064392301e-15
H095	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.619744444444445	cov-e484k	103	3.230474064392301e-15
H096	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.358441111111111	cov-e484k	103	3.230474064392301e-15
H097	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.819302105263159	cov-e484k	103	3.230474064392301e-15
H098	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.663954736842106	cov-e484k	103	3.230474064392301e-15
H099	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.68581875	cov-e484k	103	3.230474064392301e-15
H100	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.585361666666666	cov-e484k	103	3.230474064392301e-15
H101	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	5.946992631578947	cov-e484k	103	3.230474064392301e-15
H102	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.64448052631579	cov-e484k	103	3.230474064392301e-15
H103	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.303451052631579	cov-e484k	103	3.230474064392301e-15
H104	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.629856842105264	cov-e484k	103	3.230474064392301e-15
H105	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.333212105263158	cov-e484k	103	3.230474064392301e-15
H106	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.476733684210527	cov-e484k	103	3.230474064392301e-15
H107	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.917215789473684	cov-e484k	103	3.230474064392301e-15
H108	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.620004210526315	cov-e484k	103	3.230474064392301e-15
H109	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.892458947368421	cov-e484k	103	3.230474064392301e-15
H110	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.842434666666666	cov-e484k	103	3.230474064392301e-15
H111	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.617058421052631	cov-e484k	103	3.230474064392301e-15
H112	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.129406315789474	cov-e484k	103	3.230474064392301e-15
H113	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	5.965815263157896	cov-e484k	103	3.230474064392301e-15
H114	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.481465263157896	cov-e484k	103	3.230474064392301e-15
H115	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.653254210526317	cov-e484k	103	3.230474064392301e-15
H116	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.393586315789474	cov-e484k	103	3.230474064392301e-15
H117	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.317651052631579	cov-e484k	103	3.230474064392301e-15
H118	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000	7.469207894736843	cov-e484k	103	3.230474064392301e-15
H119	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000	6.777933157894737	cov-e484k	103	3.230474064392301e-15
H120	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000	8.587246315789473	cov-e484k	103	3.230474064392301e-15
H121	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000	7.466263684210525	cov-e484k	103	3.230474064392301e-15
H122	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000	8.797084210526316	cov-e484k	103	3.230474064392301e-15
H123	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000	8.168201052631579	cov-e484k	103	3.230474064392301e-15
H124	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000	5.640487894736842	cov-e484k	103	3.230474064392301e-15
H125	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000	7.281251578947369	cov-e484k	103	3.230474064392301e-15
H126	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000	6.989895789473684	cov-e484k	103	3.230474064392301e-15
H127	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000	6.53329	cov-e484k	103	3.230474064392301e-15
H128	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000	8.816214736842106	cov-e484k	103	3.230474064392301e-15
H129	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000	8.794015789473685	cov-e484k	103	3.230474064392301e-15
H130	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000	8.901765263157893	cov-e484k	103	3.230474064392301e-15
H131	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000	6.850894210526316	cov-e484k	103	3.230474064392301e-15
H132	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000	8.752226315789475	cov-e484k	103	3.230474064392301e-15
H133	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000	8.078458947368421	cov-e484k	103	3.230474064392301e-15
H134	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000	8.292052105263158	cov-e484k	103	3.230474064392301e-15
H135	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000	8.209117894736842	cov-e484k	103	3.230474064392301e-15
H136	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000	7.856335263157894	cov-e484k	103	3.230474064392301e-15
H137	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000	6.6106142105263155	cov-e484k	103	3.230474064392301e-15
H138	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000	8.687658421052632	cov-e484k	103	3.230474064392301e-15
H139	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000	8.28692	cov-e484k	103	3.230474064392301e-15
H140	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000	8.766388947368421	cov-e484k	103	3.230474064392301e-15
